../random_crop/r_crop_test/random_crop_new/IsaacIsraels,80,32,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,16,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,124,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,148,68,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,56,28,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,132,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,176,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,116,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,160,4,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,164,12,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,36,20,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,160,32,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,8,124,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,124,116,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,180,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,80,116,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,16,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,56,76,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,160,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,108,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,48,16,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,72,40,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,136,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,164,152,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,140,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,28,152,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,32,48,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,168,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,88,132,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,152,112,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,176,0,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,56,116,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,72,100,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,84,92,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,144,84,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,180,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,176,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,56,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,48,136,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,28,16,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,176,128,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,152,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,36,72,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,44,76,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,40,52,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,124,28,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,60,68,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,168,140,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,32,0,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,140,124,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,140,116,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,84,56,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,120,36,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,148,104,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,72,144,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,40,124,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,76,76,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,160,128,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,168,100,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,32,180,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,80,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,180,0,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,124,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,72,48,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,92,24,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,76,108,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,72,160,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,48,172,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,144,4,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,144,92,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,56,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,44,36,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,176,116,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,152,92,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,92,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,72,124,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,76,124,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,44,96,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,0,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,168,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,140,108,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,88,0,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,152,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,64,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,160,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,180,180,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,40,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,116,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,88,156,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,124,128,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,36,136,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,180,40,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,96,140,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,4,160,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,4,40,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,92,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,112,20,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,68,88,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,16,72,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,128,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,144,116,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,164,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,52,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,148,156,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,32,56,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,156,40,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,12,148,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,64,76,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,4,152,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,84,108,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,120,16,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,28,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,72,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,140,160,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,176,112,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,64,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,104,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,112,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,12,160,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,112,32,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,80,148,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,144,36,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,48,164,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,36,64,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,28,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,152,172,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,80,156,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,8,64,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,96,164,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,16,144,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,136,140,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,20,112,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,80,20,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,132,48,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,68,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,44,72,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,112,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,164,168,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,124,68,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,148,136,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,64,136,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,124,112,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,168,20,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,4,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,164,172,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,108,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,104,48,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,12,164,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,180,12,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,104,120,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,8,112,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,136,28,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,4,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,148,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,88,28,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,148,32,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,8,68,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,48,4,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,28,176,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,92,84,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,0,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,88,176,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,68,148,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,176,136,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,32,132,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,164,8,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,152,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,56,92,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,56,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,108,20,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,76,172,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,104,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,80,4,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,176,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,136,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,140,180,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,32,60,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,36,140,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,20,156,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,36,56,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,40,80,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,168,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,88,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,128,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,40,160,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,60,120,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,148,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,100,80,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,116,20,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,16,100,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,40,88,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,44,144,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,16,108,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,64,12,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,52,68,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,40,116,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,172,156,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,68,116,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,152,128,9
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,92,180,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,0,88,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,20,100,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,128,108,2
../random_crop/r_crop_test/random_crop_new/IsaacIsraels,24,92,2
