../random_crop/r_crop_test/random_crop_new/BernardPicart,40,116,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,172,28,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,40,180,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,104,64,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,52,120,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,152,4,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,56,96,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,148,48,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,60,132,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,80,44,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,68,56,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,144,152,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,176,108,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,108,148,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,44,88,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,0,152,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,172,52,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,100,120,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,140,96,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,64,136,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,116,20,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,112,132,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,96,112,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,92,112,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,116,148,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,100,112,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,32,40,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,32,156,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,24,124,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,32,160,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,96,92,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,76,100,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,16,20,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,156,136,7
../random_crop/r_crop_test/random_crop_new/BernardPicart,120,52,7
