dir,x_pos,y_pos,prediction
../random_crop/r_crop_test/random_crop_new/JanLuyken,132,144,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,100,104,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,56,60,8
../random_crop/r_crop_test/random_crop_new/JanLuyken,128,8,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,64,4,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,40,84,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,84,20,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,4,20,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,104,172,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,88,84,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,16,124,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,124,36,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,100,44,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,44,160,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,36,44,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,8,8,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,36,72,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,68,116,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,112,60,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,40,160,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,144,12,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,88,60,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,20,116,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,12,44,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,28,84,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,112,56,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,4,112,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,180,132,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,176,168,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,140,128,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,132,76,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,120,44,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,68,40,8
../random_crop/r_crop_test/random_crop_new/JanLuyken,36,36,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,28,12,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,84,136,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,72,108,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,92,0,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,16,180,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,120,132,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,64,144,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,68,168,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,152,124,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,20,56,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,4,68,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,144,36,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,152,36,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,168,64,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,120,64,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,148,180,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,116,72,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,152,164,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,156,48,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,40,24,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,32,56,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,116,156,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,48,12,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,20,40,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,0,160,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,136,60,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,132,64,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,176,48,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,124,160,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,156,140,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,20,72,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,104,84,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,152,168,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,12,156,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,40,20,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,28,136,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,144,116,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,36,4,3
../random_crop/r_crop_test/random_crop_new/JanLuyken,72,156,3
